REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"R","D4","HYD","ELC",2024,0.202479
"R","D4","HYD","ELC",2025,0.2182485
"R","D4","HYD","ELC",2026,0.2352465
"R","D4","HYD","ELC",2027,0.253569
"R","D4","HYD","ELC",2028,0.273318
"R","D4","HYD","ELC",2029,0.2946045
"R","D4","HYD","ELC",2030,0.31755
"R","D4","HYD","ELC",2031,0.342282
"R","D4","HYD","ELC",2032,0.36894
"R","D4","HYD","ELC",2033,0.3976755
"R","D4","HYD","ELC",2034,0.4286475
"R","D4","HYD","ELC",2035,0.462033
"R","D4","HYD","ELC",2036,0.498018
"R","D4","HYD","ELC",2037,0.536805
"R","D4","HYD","ELC",2038,0.5786145
"R","D4","HYD","ELC",2039,0.623679
"R","D4","HYD","ELC",2040,0.6722535
"R","D4","HYD","ELC",2041,0.724611
"R","D4","HYD","ELC",2042,0.781047
"R","D4","HYD","ELC",2043,0.841878
"R","D4","HYD","ELC",2044,0.9074475
"R","D4","HYD","ELC",2045,0.978123
"R","D4","HYD","ELC",2046,1.0543035
"R","D4","HYD","ELC",2047,1.1364165
"R","D4","HYD","ELC",2048,1.2249255
"R","D4","HYD","ELC",2049,1.3203285
"R","D4","HYD","ELC",2050,1.423161
"R","D4","MINE_WAT","WAT",2020,0.15
"R","D4","MINE_SOL","WAT",2021,0.161682
"R","D4","MINE_SOL","WAT",2022,0.1742745
"R","D4","MINE_SOL","WAT",2023,0.187848
"R","D4","MINE_SOL","WAT",2024,0.202479
"R","D4","MINE_SOL","WAT",2025,0.2182485
"R","D4","MINE_SOL","WAT",2026,0.2352465
"R","D4","MINE_SOL","WAT",2027,0.253569
"R","D4","MINE_SOL","WAT",2028,0.273318
"R","D4","MINE_SOL","WAT",2029,0.2946045
"R","D4","MINE_SOL","WAT",2030,0.31755
"R","D4","MINE_SOL","WAT",2031,0.342282
"R","D4","MINE_SOL","WAT",2032,0.36894
"R","D4","MINE_SOL","WAT",2033,0.3976755
"R","D4","MINE_SOL","WAT",2034,0.4286475
"R","D4","MINE_SOL","WAT",2035,0.462033
"R","D4","MINE_SOL","WAT",2036,0.498018
"R","D4","MINE_SOL","WAT",2037,0.536805
"R","D4","MINE_SOL","WAT",2038,0.5786145
"R","D4","MINE_SOL","WAT",2039,0.623679
"R","D4","MINE_SOL","WAT",2040,0.6722535
"R","D4","MINE_SOL","WAT",2041,0.724611
"R","D4","MINE_SOL","WAT",2042,0.781047
"R","D4","MINE_SOL","WAT",2043,0.841878
"R","D4","MINE_SOL","WAT",2044,0.9074475
"R","D4","MINE_SOL","WAT",2045,0.978123
"R","D4","MINE_SOL","WAT",2046,1.0543035
"R","D4","MINE_SOL","WAT",2047,1.1364165
"R","D4","MINE_SOL","WAT",2048,1.2249255
"R","D4","MINE_SOL","WAT",2049,1.3203285
"R","D4","MINE_SOL","WAT",2050,1.423161
"R","D4","MINE_SOL","SOL",2021,0.161682
"R","D4","MINE_SOL","SOL",2022,0.1742745
"R","D4","MINE_SOL","SOL",2023,0.187848
"R","D4","MINE_SOL","SOL",2024,0.202479
"R","D4","MINE_SOL","SOL",2025,0.2182485
"R","D4","MINE_SOL","SOL",2026,0.2352465
"R","D4","MINE_SOL","SOL",2027,0.253569
"R","D4","MINE_SOL","SOL",2028,0.273318
"R","D4","MINE_SOL","SOL",2029,0.2946045
"R","D4","MINE_SOL","SOL",2030,0.31755
"R","D4","MINE_SOL","SOL",2031,0.342282
"R","D4","MINE_SOL","SOL",2032,0.36894
"R","D4","MINE_SOL","SOL",2033,0.3976755
"R","D4","MINE_SOL","SOL",2034,0.4286475
"R","D4","MINE_SOL","SOL",2035,0.462033
"R","D4","MINE_SOL","SOL",2036,0.498018
"R","D4","MINE_SOL","SOL",2037,0.536805
"R","D4","MINE_SOL","SOL",2038,0.5786145
"R","D4","MINE_SOL","SOL",2039,0.623679
"R","D4","MINE_SOL","SOL",2040,0.6722535
"R","D4","MINE_SOL","SOL",2041,0.724611
"R","D4","MINE_SOL","SOL",2042,0.781047
"R","D4","MINE_SOL","SOL",2043,0.841878
"R","D4","MINE_SOL","SOL",2044,0.9074475
"R","D4","MINE_SOL","SOL",2045,0.978123
"R","D4","MINE_SOL","SOL",2046,1.0543035
"R","D4","MINE_SOL","SOL",2047,1.1364165
"R","D4","MINE_SOL","SOL",2048,1.2249255
"R","D4","MINE_SOL","SOL",2049,1.3203285
"R","D4","MINE_SOL","SOL",2050,1.423161
"R","N4","HYD","ELC",2020,0.15
"R","N4","HYD","ELC",2021,0.107788
"R","N4","HYD","ELC",2022,0.1742745
"R","N4","HYD","ELC",2023,0.125232
"R","N4","HYD","ELC",2024,0.202479
"R","N4","HYD","ELC",2025,0.145499
"R","N4","HYD","ELC",2026,0.2352465
"R","N4","HYD","ELC",2027,0.169046
"R","N4","HYD","ELC",2028,0.273318
"R","N4","HYD","ELC",2029,0.2946045
"R","N4","HYD","ELC",2030,0.31755
"R","N4","HYD","ELC",2031,0.342282
"R","N4","HYD","ELC",2032,0.36894
"R","N4","HYD","ELC",2033,0.3976755
"R","N4","HYD","ELC",2034,0.4286475
"R","N4","HYD","ELC",2035,0.462033
"R","N4","HYD","ELC",2036,0.498018
"R","N4","HYD","ELC",2037,0.536805
"R","N4","HYD","ELC",2038,0.5786145
"R","N4","HYD","ELC",2039,0.623679
"R","N4","HYD","ELC",2040,0.6722535
"R","N4","HYD","ELC",2041,0.724611
"R","N4","HYD","ELC",2042,0.781047
"R","N4","HYD","ELC",2043,0.561252
"R","N4","HYD","ELC",2044,0.604965
"R","N4","HYD","ELC",2045,0.978123
"R","N4","HYD","ELC",2046,1.0543035
"R","N4","HYD","ELC",2047,1.1364165
"R","N4","HYD","ELC",2048,1.2249255
"R","N4","HYD","ELC",2049,1.3203285
"R","N4","HYD","ELC",2050,0.948773999999997
"R","N4","MINE_WAT","WAT",2020,0.15
"R","N4","MINE_SOL","WAT",2021,0.107788
"R","N4","MINE_SOL","WAT",2022,0.1742745
"R","N4","MINE_SOL","WAT",2023,0.125232
"R","N4","MINE_SOL","WAT",2024,0.202479
"R","N4","MINE_SOL","WAT",2025,0.145499
"R","N4","MINE_SOL","WAT",2026,0.2352465
"R","N4","MINE_SOL","WAT",2027,0.169046
"R","N4","MINE_SOL","WAT",2028,0.273318
"R","N4","MINE_SOL","WAT",2029,0.2946045
"R","N4","MINE_SOL","WAT",2030,0.31755
"R","N4","MINE_SOL","WAT",2031,0.342282
"R","N4","MINE_SOL","WAT",2032,0.36894
"R","N4","MINE_SOL","WAT",2033,0.3976755
"R","N4","MINE_SOL","WAT",2034,0.4286475
"R","N4","MINE_SOL","WAT",2035,0.462033
"R","N4","MINE_SOL","WAT",2036,0.498018
"R","N4","MINE_SOL","WAT",2037,0.536805
"R","N4","MINE_SOL","WAT",2038,0.5786145
"R","N4","MINE_SOL","WAT",2039,0.623679
"R","N4","MINE_SOL","WAT",2040,0.6722535
"R","N4","MINE_SOL","WAT",2041,0.724611
"R","N4","MINE_SOL","WAT",2042,0.781047
"R","N4","MINE_SOL","WAT",2043,0.561252
"R","N4","MINE_SOL","WAT",2044,0.604965
"R","N4","MINE_SOL","WAT",2045,0.978123
"R","N4","MINE_SOL","WAT",2046,1.0543035
"R","N4","MINE_SOL","WAT",2047,1.1364165
"R","N4","MINE_SOL","WAT",2048,1.2249255
"R","N4","MINE_SOL","WAT",2049,1.3203285
"R","N4","MINE_SOL","WAT",2050,0.948773999999998
"R","N4","MINE_SOL","SOL",2021,0.107788
"R","N4","MINE_SOL","SOL",2022,0.1742745
"R","N4","MINE_SOL","SOL",2023,0.125232
"R","N4","MINE_SOL","SOL",2024,0.202479
"R","N4","MINE_SOL","SOL",2025,0.145499
"R","N4","MINE_SOL","SOL",2026,0.2352465
"R","N4","MINE_SOL","SOL",2027,0.169046
"R","N4","MINE_SOL","SOL",2028,0.273318
"R","N4","MINE_SOL","SOL",2029,0.2946045
"R","N4","MINE_SOL","SOL",2030,0.31755
"R","N4","MINE_SOL","SOL",2031,0.342282
"R","N4","MINE_SOL","SOL",2032,0.36894
"R","N4","MINE_SOL","SOL",2033,0.3976755
"R","N4","MINE_SOL","SOL",2034,0.4286475
"R","N4","MINE_SOL","SOL",2035,0.462033
"R","N4","MINE_SOL","SOL",2036,0.498018
"R","N4","MINE_SOL","SOL",2037,0.536805
"R","N4","MINE_SOL","SOL",2038,0.5786145
"R","N4","MINE_SOL","SOL",2039,0.623679
"R","N4","MINE_SOL","SOL",2040,0.6722535
"R","N4","MINE_SOL","SOL",2041,0.724611
"R","N4","MINE_SOL","SOL",2042,0.781047
"R","N4","MINE_SOL","SOL",2043,0.561252
"R","N4","MINE_SOL","SOL",2044,0.604965
"R","N4","MINE_SOL","SOL",2045,0.978123
"R","N4","MINE_SOL","SOL",2046,1.0543035
"R","N4","MINE_SOL","SOL",2047,1.1364165
"R","N4","MINE_SOL","SOL",2048,1.2249255
"R","N4","MINE_SOL","SOL",2049,1.3203285
"R","N4","MINE_SOL","SOL",2050,0.948773999999998
